Détail des appels;;;;;;;
;;;;;;;
Compte facturé;N° Facture;"N° abonné	";Date ;Heure;Durée/volume réel;Durée/volume facturé;Type 
20099899;55378311;23028498;29/02/2012;18:44:26;12.0;12.0;connexion 3G
20099899;55378311;23028498;29/02/2012;18:32:38;3.0;3.0;connexion 3G
20099899;55378311;23028498;29/02/2012;18:21:50;00:01:41;00:01:41;appel vers SFR
20099899;55378311;23028498;29/02/2012;16:02:24;77.0;77.0;connexion 3G
20099899;55378311;23028498;29/02/2012;08:57:48;80.0;80.0;connexion 3G
20099899;55378311;23028498;28/02/2012;18:58:18;3.0;3.0;connexion 3G
20099899;55378311;23028498;28/02/2012;13:34:14;470.0;470.0;connexion 3G
20099899;55378311;23028498;28/02/2012;13:14:28;4.0;4.0;connexion 3G
20099899;55378311;23028498;28/02/2012;12:23:00;9.0;9.0;connexion 3G
20099899;55378311;23028498;28/02/2012;12:21:02;1.0;1.0;connexion 3G
20099899;55378311;23028498;28/02/2012;12:07:47;1.0;1.0;connexion 3G
20099899;55378311;23028498;28/02/2012;09:35:24;49.0;49.0;connexion 3G
20099899;55378311;23028498;28/02/2012;08:46:47;33.0;33.0;connexion 3G
20099899;55378311;23028498;27/02/2012;18:59:17;9.0;9.0;connexion 3G
20099899;55378311;23028498;27/02/2012;18:57:09;1.0;1.0;connexion 3G20099899;55378311;23027513;20/02/2012;15:40:48;;;envoi de sms depuis le mobile
20099899;55378311;23027513;20/02/2012;15:36:40;00:03:48;00:03:48;appel émis depuis la métropole vers fixe
20099899;55378311;23027513;20/02/2012;15:35:42;;;envoi de sms depuis le mobile
20099899;55378311;23027513;20/02/2012;15:30:39;;;envoi de sms depuis le mobile
20099899;55378311;23027513;20/02/2012;15:30:37;;;envoi de sms depuis le mobile
20099899;55378311;23027513;20/02/2012;15:30:33;;;envoi de sms depuis le mobile
20099899;55378311;23027513;20/02/2012;15:02:56;00:01:11;00:01:11;appels internes
20099899;55378311;23027513;20/02/2012;15:01:39;00:00:37;00:00:37;appel vers SFR
20099899;55378311;23027513;20/02/2012;15:00:20;00:00:59;00:00:59;appel émis depuis la métropole vers fixe
20099899;55378311;23027513;20/02/2012;14:55:16;;;envoi de sms depuis le mobile
20099899;55378311;23027513;20/02/2012;14:48:29;00:02:42;00:02:42;appel vers SFR
20099899;55378311;23027513;20/02/2012;14:47:48;00:00:07;00:00:07;appel vers SFR
20099899;55378311;23027513;20/02/2012;14:45:09;00:01:05;00:01:05;appel vers SFR
20099899;55378311;23027513;20/02/2012;14:12:18;00:00:41;00:00:41;appels internes
20099899;55378311;23027513;20/02/2012;14:10:00;00:00:52;00:00:52;appel vers SFR
20099899;55378311;23027513;20/02/2012;13:47:27;00:21:57;00:21:57;appel vers SFR
20099899;55378311;23027513;20/02/2012;13:46:58;;;envoi de sms depuis le mobile
20099899;55378311;23027513;20/02/2012;13:44:28;;;envoi de sms depuis le mobile
20099899;55378311;23027513;20/02/2012;12:20:25;00:00:44;00:00:44;appel vers SFR
20099899;55378311;23027513;20/02/2012;12:09:40;00:06:48;00:06:48;appel émis depuis la métropole vers fixe
20099899;55378311;23027513;20/02/2012;11:56:04;00:11:42;00:11:42;appel de mobile Orange vers autre mobile
20099899;55378311;23027513;20/02/2012;11:44:37;;;envoi de sms depuis le mobile
20099899;55378311;23027513;20/02/2012;11:41:24;00:02:38;00:02:38;appels internes
20099899;55378311;23027513;20/02/2012;11:39:37;00:00:03;00:00:03;appel vers SFR
20099899;55378311;23027513;20/02/2012;11:13:15;00:00:04;00:00:04;appel vers SFR
20099899;55378311;23027513;20/02/2012;11:05:07;00:00:01;00:00:01;appel vers SFR
20099899;55378311;23027513;20/02/2012;10:31:21;00:02:06;00:02:06;appel de mobile Orange vers autre mobile
20099899;55378311;23027513;20/02/2012;10:28:31;;;envoi de sms depuis le mobile
20099899;55378311;23027513;20/02/2012;10:19:16;00:04:17;00:04:17;appel émis depuis la métropole vers fixe
20099899;55378311;23027513;20/02/2012;10:14:30;00:02:22;00:02:22;appel émis depuis la métropole vers fixe
20099899;55378311;23027513;20/02/2012;10:08:39;00:05:36;00:05:36;appels internes
20099899;55378311;23027513;20/02/2012;09:52:28;00:00:36;00:00:36;appels internes
20099899;55378311;23027513;20/02/2012;09:32:22;00:06:43;00:06:43;appel émis depuis la métropole vers fixe
20099899;55378311;23027513;20/02/2012;09:24:24;00:01:36;00:01:36;appels internes
